customer_key,customer_type,connection_count
CUST_1166,individual,1
CUST_1167,individual,1
CUST_1168,individual,1
CUST_1169,individual,1
CUST_1170,individual,1
CUST_1171,individual,1
CUST_1172,individual,1
CUST_1173,individual,1
CUST_1174,individual,1
CUST_1175,individual,1
CUST_1176,individual,1
CUST_1177,individual,1
CUST_1178,individual,1
CUST_1179,individual,1
CUST_1180,individual,1
CUST_1181,individual,1
CUST_1182,individual,1
CUST_1183,individual,1
CUST_1184,individual,1
CUST_1185,individual,1
CUST_1186,individual,1
CUST_1187,individual,1
CUST_1188,individual,1
CUST_1189,individual,1
CUST_1190,individual,1
CUST_1191,individual,1
CUST_1192,individual,1
CUST_1193,individual,1
